ProductKey,OrderDateKey,CustomerKey,UnitPrice,SalesAmount,EnglishPromotionType
541,20220503,11000,28.99,28.99,No Discount
530,20220503,11000,4.99,4.99,No Discount
214,20220503,11000,34.99,34.99,No Discount
488,20220503,11000,53.99,53.99,No Discount
599,20220503,15833,539.99,539.99,No Discount
363,20220503,12689,2294.99,2294.99,No Discount
485,20220503,12689,21.98,21.98,No Discount
478,20220503,12689,9.99,9.99,No Discount
477,20220503,12689,4.99,4.99,No Discount
563,20220503,25064,2384.07,2384.07,No Discount
489,20220503,25064,53.99,53.99,No Discount
225,20220503,25064,8.99,8.99,No Discount
576,20220503,25075,2384.07,2384.07,No Discount
222,20220503,25075,34.99,34.99,No Discount
237,20220503,25075,49.99,49.99,Volume Discount
606,20220503,23066,539.99,539.99,No Discount
479,20220503,23066,8.99,8.99,No Discount
477,20220503,23066,4.99,4.99,No Discount
472,20220503,23066,63.50,63.50,No Discount
386,20220503,20097,1120.49,1120.49,No Discount
390,20220503,20108,1120.49,1120.49,No Discount
214,20220503,20108,34.99,34.99,No Discount
584,20220503,22322,539.99,539.99,No Discount
529,20220503,22322,3.99,3.99,No Discount
538,20220503,22322,21.49,21.49,No Discount
214,20220503,22322,34.99,34.99,No Discount
569,20220503,13974,742.35,742.35,No Discount
488,20220503,13974,53.99,53.99,No Discount
597,20220504,14969,539.99,539.99,No Discount
484,20220504,11926,7.95,7.95,No Discount
485,20220504,18734,21.98,21.98,No Discount
537,20220504,22001,35.00,35.00,No Discount
528,20220504,22001,4.99,4.99,No Discount
217,20220504,22001,34.99,34.99,No Discount
477,20220504,23643,4.99,4.99,No Discount
530,20220504,23305,4.99,4.99,No Discount
480,20220504,23305,2.29,2.29,Volume Discount
480,20220504,12038,2.29,2.29,No Discount
580,20220504,21106,1700.99,1700.99,No Discount
488,20220504,21106,53.99,53.99,No Discount
539,20220504,11520,24.99,24.99,No Discount
539,20220504,28982,24.99,24.99,No Discount
480,20220504,28982,2.29,2.29,No Discount
529,20220504,11506,3.99,3.99,No Discount
539,20220504,11506,24.99,24.99,No Discount
222,20220504,11506,34.99,34.99,No Discount
539,20220504,28632,24.99,24.99,No Discount
234,20220504,28632,49.99,49.99,No Discount
538,20220504,26268,21.49,21.49,No Discount
529,20220504,26268,3.99,3.99,No Discount
217,20220504,26268,34.99,34.99,No Discount
528,20220504,25348,4.99,4.99,No Discount
535,20220504,25348,24.99,24.99,No Discount
214,20220504,25348,34.99,34.99,No Discount
540,20220504,24236,32.60,32.60,No Discount
529,20220504,24236,3.99,3.99,No Discount
222,20220504,24236,34.99,34.99,No Discount
228,20220504,24236,49.99,49.99,No Discount
535,20220504,25342,24.99,24.99,No Discount
528,20220504,23736,4.99,4.99,No Discount
536,20220504,23736,29.99,29.99,No Discount
484,20220504,23736,7.95,7.95,No Discount
540,20220504,19648,32.60,32.60,No Discount
529,20220504,19648,3.99,3.99,No Discount
475,20220504,20139,69.99,69.99,No Discount
477,20220504,17698,4.99,4.99,No Discount
487,20220504,17698,54.99,54.99,No Discount
482,20220504,17698,8.99,8.99,No Discount
477,20220504,16857,4.99,4.99,No Discount
234,20220504,16857,49.99,49.99,No Discount
528,20220504,15981,4.99,4.99,No Discount
483,20220504,15981,120.00,120.00,No Discount
528,20220504,14758,4.99,4.99,No Discount
217,20220504,14758,34.99,34.99,No Discount
528,20220504,20103,4.99,4.99,No Discount
217,20220504,20103,34.99,34.99,No Discount
473,20220504,20103,63.50,63.50,No Discount
536,20220504,20140,29.99,29.99,No Discount
537,20220504,15689,35.00,35.00,No Discount
536,20220504,21026,29.99,29.99,No Discount
482,20220504,21026,8.99,8.99,No Discount
529,20220504,26849,3.99,3.99,No Discount
217,20220504,26849,34.99,34.99,No Discount
529,20220504,25592,3.99,3.99,No Discount
217,20220504,25592,34.99,34.99,No Discount
529,20220504,27964,3.99,3.99,No Discount
480,20220504,27964,2.29,2.29,No Discount
537,20220504,14084,35.00,35.00,No Discount
537,20220504,11701,35.00,35.00,No Discount
528,20220504,11701,4.99,4.99,No Discount
217,20220504,11701,34.99,34.99,No Discount
537,20220504,11840,35.00,35.00,No Discount
480,20220504,11840,2.29,2.29,No Discount
478,20220504,12721,9.99,9.99,No Discount
477,20220504,12721,4.99,4.99,No Discount
485,20220504,13305,21.98,21.98,No Discount
228,20220504,13305,49.99,49.99,No Discount
225,20220504,12543,8.99,8.99,No Discount
595,20220504,19130,564.99,564.99,No Discount
478,20220504,19130,9.99,9.99,No Discount
477,20220504,19130,4.99,4.99,No Discount
222,20220504,19130,34.99,34.99,No Discount
228,20220504,19130,49.99,49.99,No Discount
355,20220504,11727,2319.99,2319.99,No Discount
487,20220504,11727,54.99,54.99,No Discount
225,20220504,11727,8.99,8.99,No Discount
361,20220504,13419,2294.99,2294.99,No Discount
355,20220504,13420,2319.99,2319.99,No Discount
217,20220504,13420,34.99,34.99,No Discount
359,20220504,14041,2294.99,2294.99,No Discount
485,20220504,14041,21.98,21.98,No Discount
217,20220504,14041,34.99,34.99,No Discount
357,20220504,11745,2319.99,2319.99,No Discount
478,20220504,11745,9.99,9.99,No Discount
477,20220504,11745,4.99,4.99,No Discount
222,20220504,11745,34.99,34.99,No Discount
361,20220504,13315,2294.99,2294.99,No Discount
478,20220504,13315,9.99,9.99,No Discount
487,20220504,13315,54.99,54.99,No Discount
605,20220504,22399,539.99,539.99,No Discount
471,20220504,22399,63.50,63.50,No Discount
584,20220504,27346,539.99,539.99,No Discount
479,20220504,27346,8.99,8.99,No Discount
477,20220504,27346,4.99,4.99,No Discount
488,20220504,27346,53.99,53.99,No Discount
361,20220504,13012,2294.99,2294.99,No Discount
528,20220504,13012,4.99,4.99,No Discount
537,20220504,13012,35.00,35.00,No Discount
486,20220504,13012,159.00,159.00,No Discount
361,20220504,11897,2294.99,2294.99,No Discount
217,20220504,11897,34.99,34.99,No Discount
565,20220504,28869,742.35,742.35,No Discount
222,20220504,28869,34.99,34.99,No Discount
563,20220504,25105,2384.07,2384.07,No Discount
477,20220504,25105,4.99,4.99,No Discount
479,20220504,25105,8.99,8.99,No Discount
217,20220504,25105,34.99,34.99,No Discount
390,20220504,20029,1120.49,1120.49,No Discount
479,20220504,20029,8.99,8.99,No Discount
386,20220504,20093,1120.49,1120.49,No Discount
217,20220504,20093,34.99,34.99,No Discount
467,20220504,20093,24.49,24.49,Volume Discount
384,20220504,23984,1120.49,1120.49,No Discount
214,20220504,23984,34.99,34.99,No Discount
384,20220504,27129,1120.49,1120.49,No Discount
477,20220504,27129,4.99,4.99,No Discount
479,20220504,27129,8.99,8.99,No Discount
539,20220505,15224,24.99,24.99,No Discount
529,20220505,15224,3.99,3.99,No Discount
484,20220505,15224,7.95,7.95,No Discount
537,20220505,21963,35.00,35.00,No Discount
528,20220505,21963,4.99,4.99,No Discount
538,20220505,26144,21.49,21.49,No Discount
529,20220505,26144,3.99,3.99,No Discount
480,20220505,26144,2.29,2.29,No Discount
475,20220505,22403,69.99,69.99,No Discount
529,20220505,12006,3.99,3.99,No Discount
217,20220505,12006,34.99,34.99,No Discount
489,20220505,12006,53.99,53.99,No Discount
529,20220505,12344,3.99,3.99,No Discount
484,20220505,12344,7.95,7.95,No Discount
217,20220505,13981,34.99,34.99,No Discount
488,20220505,13981,53.99,53.99,No Discount
581,20220505,17714,1700.99,1700.99,No Discount
217,20220505,17714,34.99,34.99,No Discount
463,20220505,17375,24.49,24.49,No Discount
580,20220505,20886,1700.99,1700.99,No Discount
234,20220505,20886,49.99,49.99,No Discount
587,20220505,13829,769.49,769.49,No Discount
536,20220505,13829,29.99,29.99,No Discount
480,20220505,13829,2.29,2.29,No Discount
483,20220505,12119,120.00,120.00,No Discount
480,20220505,27993,2.29,2.29,No Discount
529,20220505,11091,3.99,3.99,No Discount
480,20220505,11091,2.29,2.29,No Discount
529,20220505,24725,3.99,3.99,No Discount
540,20220505,24725,32.60,32.60,No Discount
480,20220505,24725,2.29,2.29,No Discount
536,20220505,23822,29.99,29.99,No Discount
528,20220505,23822,4.99,4.99,No Discount
480,20220505,23822,2.29,2.29,No Discount
478,20220505,22049,9.99,9.99,No Discount
477,20220505,22049,4.99,4.99,No Discount
474,20220505,19155,69.99,69.99,No Discount
225,20220505,19155,8.99,8.99,No Discount
477,20220505,12196,4.99,4.99,No Discount
475,20220505,18676,69.99,69.99,No Discount
237,20220505,18676,49.99,49.99,No Discount
474,20220505,14604,69.99,69.99,No Discount
481,20220505,14604,8.99,8.99,No Discount
485,20220505,13926,21.98,21.98,No Discount
214,20220505,13926,34.99,34.99,No Discount
485,20220505,15250,21.98,21.98,No Discount
214,20220505,15250,34.99,34.99,No Discount
528,20220505,14570,4.99,4.99,No Discount
214,20220505,14570,34.99,34.99,No Discount
485,20220505,15068,21.98,21.98,No Discount
478,20220505,15068,9.99,9.99,No Discount
477,20220505,15068,4.99,4.99,No Discount
225,20220505,15068,8.99,8.99,No Discount
217,20220505,15068,34.99,34.99,No Discount
537,20220505,14983,35.00,35.00,No Discount
476,20220505,13674,69.99,69.99,No Discount
465,20220505,13674,24.49,24.49,No Discount
488,20220505,13674,53.99,53.99,No Discount
478,20220505,27887,9.99,9.99,No Discount
465,20220505,27887,24.49,24.49,No Discount
477,20220505,27887,4.99,4.99,No Discount
528,20220505,18032,4.99,4.99,No Discount
536,20220505,18032,29.99,29.99,No Discount
222,20220505,18032,34.99,34.99,No Discount
465,20220505,18032,24.49,24.49,No Discount
231,20220505,18032,49.99,49.99,No Discount
536,20220505,20873,29.99,29.99,No Discount
528,20220505,20873,4.99,4.99,No Discount
484,20220505,20873,7.95,7.95,No Discount
477,20220505,24218,4.99,4.99,No Discount
541,20220505,27313,28.99,28.99,No Discount
530,20220505,27313,4.99,4.99,No Discount
530,20220505,28893,4.99,4.99,No Discount
480,20220505,28893,2.29,2.29,No Discount
484,20220505,28893,7.95,7.95,No Discount
485,20220505,13052,21.98,21.98,No Discount
481,20220505,13052,8.99,8.99,No Discount
372,20220505,20412,2443.35,2443.35,No Discount
217,20220505,20412,34.99,34.99,No Discount
231,20220505,20412,49.99,49.99,No Discount
361,20220505,13418,2294.99,2294.99,No Discount
537,20220505,13418,35.00,35.00,No Discount
357,20220505,13278,2319.99,2319.99,No Discount
485,20220505,13278,21.98,21.98,No Discount
487,20220505,13278,54.99,54.99,No Discount
361,20220505,13909,2294.99,2294.99,No Discount
478,20220505,13909,9.99,9.99,No Discount
477,20220505,13909,4.99,4.99,No Discount
214,20220505,13909,34.99,34.99,No Discount
583,20220505,14133,1700.99,1700.99,No Discount
477,20220505,14133,4.99,4.99,No Discount
479,20220505,14133,8.99,8.99,No Discount
605,20220505,28307,539.99,539.99,No Discount
538,20220505,28307,21.49,21.49,No Discount
361,20220505,11756,2294.99,2294.99,No Discount
477,20220505,11756,4.99,4.99,No Discount
478,20220505,11756,9.99,9.99,No Discount
374,20220505,19621,2443.35,2443.35,Volume Discount
378,20220505,19782,2443.35,2443.35,No Discount
479,20220505,19782,8.99,8.99,No Discount
477,20220505,19782,4.99,4.99,No Discount
490,20220505,19782,53.99,53.99,No Discount
363,20220505,12687,2294.99,2294.99,No Discount
487,20220505,12687,54.99,54.99,No Discount
578,20220505,25390,1214.85,1214.85,No Discount
222,20220505,25390,34.99,34.99,No Discount
463,20220505,25390,24.49,24.49,No Discount
574,20220505,24359,2384.07,2384.07,No Discount
541,20220505,24359,28.99,28.99,No Discount
530,20220505,24359,4.99,4.99,No Discount
480,20220505,24359,2.29,2.29,No Discount
574,20220505,24353,2384.07,2384.07,No Discount
479,20220505,24353,8.99,8.99,No Discount
477,20220505,24353,4.99,4.99,No Discount
604,20220505,23075,539.99,539.99,No Discount
538,20220505,23075,21.49,21.49,No Discount
480,20220505,23075,2.29,2.29,No Discount
384,20220505,23907,1120.49,1120.49,No Discount
606,20220505,11416,539.99,539.99,No Discount
479,20220505,11416,8.99,8.99,No Discount
606,20220505,22306,539.99,539.99,Volume Discount
538,20220505,22306,21.49,21.49,No Discount
562,20220505,25730,2384.07,2384.07,No Discount
222,20220505,25730,34.99,34.99,No Discount
237,20220505,25730,49.99,49.99,Volume Discount
384,20220506,16525,1120.49,1120.49,No Discount
489,20220506,16525,53.99,53.99,No Discount
355,20220506,13411,2319.99,2319.99,No Discount
217,20220506,13411,34.99,34.99,No Discount
353,20220506,13260,2319.99,2319.99,No Discount
478,20220506,13260,9.99,9.99,No Discount
477,20220506,13260,4.99,4.99,No Discount
217,20220506,13260,34.99,34.99,No Discount
535,20220506,11074,24.99,24.99,No Discount
480,20220506,11074,2.29,2.29,No Discount
484,20220506,11074,7.95,7.95,No Discount
539,20220506,14013,24.99,24.99,No Discount
529,20220506,14013,3.99,3.99,No Discount
234,20220506,14013,49.99,49.99,No Discount
465,20220506,14013,24.49,24.49,No Discount
539,20220506,15806,24.99,24.99,No Discount
529,20220506,15806,3.99,3.99,No Discount
222,20220506,15806,34.99,34.99,No Discount
537,20220506,21171,35.00,35.00,No Discount
480,20220506,21171,2.29,2.29,No Discount
477,20220506,23129,4.99,4.99,No Discount
476,20220506,27518,69.99,69.99,No Discount
489,20220506,27518,53.99,53.99,No Discount
478,20220506,29302,9.99,9.99,No Discount
477,20220506,29302,4.99,4.99,No Discount
484,20220506,29302,7.95,7.95,No Discount
228,20220506,14213,49.99,49.99,No Discount
225,20220506,14213,8.99,8.99,No Discount
487,20220506,13137,54.99,54.99,No Discount
491,20220506,13137,53.99,53.99,No Discount
529,20220506,27730,3.99,3.99,No Discount
530,20220506,28278,4.99,4.99,No Discount
217,20220506,28278,34.99,34.99,No Discount
530,20220506,15251,4.99,4.99,No Discount
541,20220506,15251,28.99,28.99,No Discount
214,20220506,15251,34.99,34.99,No Discount
529,20220506,27755,3.99,3.99,No Discount
538,20220506,27755,21.49,21.49,No Discount
222,20220506,27755,34.99,34.99,No Discount
528,20220506,26333,4.99,4.99,No Discount
535,20220506,26333,24.99,24.99,No Discount
480,20220506,26333,2.29,2.29,Volume Discount
529,20220506,13944,3.99,3.99,No Discount
540,20220506,13944,32.60,32.60,No Discount
222,20220506,13944,34.99,34.99,No Discount
529,20220506,24412,3.99,3.99,No Discount
540,20220506,24412,32.60,32.60,No Discount
480,20220506,24412,2.29,2.29,No Discount
477,20220506,21712,4.99,4.99,No Discount
478,20220506,21712,9.99,9.99,No Discount
490,20220506,21712,53.99,53.99,No Discount
474,20220506,20368,69.99,69.99,No Discount
477,20220506,11287,4.99,4.99,No Discount
478,20220506,11287,9.99,9.99,No Discount
225,20220506,11287,8.99,8.99,No Discount
528,20220506,17505,4.99,4.99,No Discount
480,20220506,17505,2.29,2.29,Volume Discount
528,20220506,20312,4.99,4.99,No Discount
485,20220506,15839,21.98,21.98,No Discount
480,20220506,15839,2.29,2.29,No Discount
528,20220506,15091,4.99,4.99,No Discount
214,20220506,15091,34.99,34.99,No Discount
529,20220506,25690,3.99,3.99,No Discount
217,20220506,25690,34.99,34.99,No Discount
539,20220506,19342,24.99,24.99,No Discount
529,20220506,19342,3.99,3.99,No Discount
480,20220506,19342,2.29,2.29,No Discount
536,20220506,20950,29.99,29.99,No Discount
480,20220506,20950,2.29,2.29,Volume Discount
538,20220506,28408,21.49,21.49,No Discount
480,20220506,28408,2.29,2.29,No Discount
530,20220506,16198,4.99,4.99,No Discount
463,20220506,16198,24.49,24.49,No Discount
530,20220506,29396,4.99,4.99,No Discount
541,20220506,29396,28.99,28.99,No Discount
480,20220506,29396,2.29,2.29,Volume Discount
537,20220506,11662,35.00,35.00,No Discount
480,20220506,11662,2.29,2.29,No Discount
528,20220506,11210,4.99,4.99,No Discount
537,20220506,11210,35.00,35.00,No Discount
480,20220506,11210,2.29,2.29,No Discount
528,20220506,11502,4.99,4.99,No Discount
537,20220506,11502,35.00,35.00,No Discount
485,20220506,11502,21.98,21.98,No Discount
225,20220506,11502,8.99,8.99,No Discount
537,20220506,13285,35.00,35.00,No Discount
485,20220506,13285,21.98,21.98,No Discount
477,20220506,13285,4.99,4.99,No Discount
478,20220506,13285,9.99,9.99,No Discount
222,20220506,13285,34.99,34.99,No Discount
478,20220506,12803,9.99,9.99,No Discount
477,20220506,12803,4.99,4.99,No Discount
214,20220506,12803,34.99,34.99,No Discount
228,20220506,12803,49.99,49.99,No Discount
537,20220506,13014,35.00,35.00,No Discount
528,20220506,13014,4.99,4.99,No Discount
217,20220506,13014,34.99,34.99,No Discount
537,20220506,13703,35.00,35.00,No Discount
528,20220506,13703,4.99,4.99,No Discount
214,20220506,13703,34.99,34.99,No Discount
537,20220506,15498,35.00,35.00,No Discount
528,20220506,15498,4.99,4.99,No Discount
214,20220506,15498,34.99,34.99,No Discount
234,20220506,15498,49.99,49.99,No Discount
463,20220506,15498,24.49,24.49,No Discount
217,20220506,11600,34.99,34.99,No Discount
581,20220506,20672,1700.99,1700.99,No Discount
228,20220506,20672,49.99,49.99,No Discount
580,20220506,17030,1700.99,1700.99,No Discount
580,20220506,17039,1700.99,1700.99,No Discount
214,20220506,17039,34.99,34.99,No Discount
473,20220506,17039,63.50,63.50,No Discount
593,20220506,16020,564.99,564.99,No Discount
485,20220506,16020,21.98,21.98,No Discount
225,20220506,16020,8.99,8.99,No Discount
357,20220506,13250,2319.99,2319.99,Volume Discount
363,20220506,13343,2294.99,2294.99,No Discount
485,20220506,13343,21.98,21.98,No Discount
480,20220506,13343,2.29,2.29,No Discount
355,20220506,13414,2319.99,2319.99,No Discount
604,20220506,22173,539.99,539.99,No Discount
479,20220506,22173,8.99,8.99,No Discount
477,20220506,22173,4.99,4.99,No Discount
363,20220506,13001,2294.99,2294.99,No Discount
537,20220506,13001,35.00,35.00,No Discount
480,20220506,13001,2.29,2.29,No Discount
359,20220506,12989,2294.99,2294.99,No Discount
528,20220506,12989,4.99,4.99,No Discount
537,20220506,12989,35.00,35.00,No Discount
214,20220506,12989,34.99,34.99,No Discount
372,20220506,19607,2443.35,2443.35,No Discount
540,20220506,19607,32.60,32.60,No Discount
353,20220506,12685,2319.99,2319.99,No Discount
537,20220506,12685,35.00,35.00,No Discount
528,20220506,12685,4.99,4.99,No Discount
485,20220506,12685,21.98,21.98,No Discount
214,20220506,12685,34.99,34.99,No Discount
572,20220506,28870,742.35,742.35,Volume Discount
479,20220506,28870,8.99,8.99,No Discount
477,20220506,28870,4.99,4.99,No Discount
574,20220506,11984,2384.07,2384.07,No Discount
479,20220506,11984,8.99,8.99,No Discount
477,20220506,11984,4.99,4.99,No Discount
480,20220506,11984,2.29,2.29,Volume Discount
562,20220506,25150,2384.07,2384.07,No Discount
217,20220506,25150,34.99,34.99,No Discount
604,20220506,22135,539.99,539.99,No Discount
217,20220506,22135,34.99,34.99,No Discount
584,20220506,22136,539.99,539.99,No Discount
477,20220506,22136,4.99,4.99,No Discount
479,20220506,22136,8.99,8.99,No Discount
384,20220506,20171,1120.49,1120.49,No Discount
217,20220506,20171,34.99,34.99,No Discount
605,20220506,22606,539.99,539.99,No Discount
477,20220506,22606,4.99,4.99,No Discount
479,20220506,22606,8.99,8.99,No Discount
214,20220506,22606,34.99,34.99,No Discount
388,20220507,23574,1120.49,1120.49,No Discount
214,20220507,23574,34.99,34.99,No Discount
390,20220507,24360,1120.49,1120.49,No Discount
225,20220507,24360,8.99,8.99,No Discount
490,20220507,24360,53.99,53.99,No Discount
355,20220507,14719,2319.99,2319.99,No Discount
471,20220507,14719,63.50,63.50,No Discount
485,20220507,14719,21.98,21.98,No Discount
477,20220507,22944,4.99,4.99,No Discount
222,20220507,22944,34.99,34.99,No Discount
465,20220507,22944,24.49,24.49,No Discount
474,20220507,22405,69.99,69.99,No Discount
490,20220507,22405,53.99,53.99,No Discount
478,20220507,11749,9.99,9.99,No Discount
477,20220507,11749,4.99,4.99,No Discount
380,20220507,16431,2443.35,2443.35,No Discount
483,20220507,16431,120.00,120.00,No Discount
465,20220507,16431,24.49,24.49,No Discount
589,20220507,15660,769.49,769.49,No Discount
536,20220507,15660,29.99,29.99,No Discount
528,20220507,15660,4.99,4.99,No Discount
214,20220507,15660,34.99,34.99,No Discount
530,20220507,13474,4.99,4.99,No Discount
541,20220507,13474,28.99,28.99,No Discount
222,20220507,13474,34.99,34.99,No Discount
535,20220507,25207,24.99,24.99,No Discount
528,20220507,25207,4.99,4.99,No Discount
485,20220507,25207,21.98,21.98,No Discount
214,20220507,25207,34.99,34.99,No Discount
536,20220507,23171,29.99,29.99,No Discount
528,20220507,23171,4.99,4.99,No Discount
222,20220507,23171,34.99,34.99,No Discount
490,20220507,23171,53.99,53.99,No Discount
478,20220507,22071,9.99,9.99,No Discount
477,20220507,22071,4.99,4.99,No Discount
234,20220507,22071,49.99,49.99,No Discount
225,20220507,22071,8.99,8.99,No Discount
536,20220507,22547,29.99,29.99,No Discount
528,20220507,22547,4.99,4.99,No Discount
480,20220507,22547,2.29,2.29,No Discount
478,20220507,23280,9.99,9.99,No Discount
477,20220507,23280,4.99,4.99,No Discount
478,20220507,21789,9.99,9.99,No Discount
477,20220507,21789,4.99,4.99,No Discount
478,20220507,21456,9.99,9.99,No Discount
477,20220507,21456,4.99,4.99,No Discount
217,20220507,21456,34.99,34.99,No Discount
490,20220507,21456,53.99,53.99,No Discount
475,20220507,11502,69.99,69.99,No Discount
474,20220507,29037,69.99,69.99,No Discount
477,20220507,17274,4.99,4.99,No Discount
225,20220507,17274,8.99,8.99,No Discount
528,20220507,15884,4.99,4.99,No Discount
214,20220507,15884,34.99,34.99,No Discount
535,20220507,17710,24.99,24.99,No Discount
528,20220507,17710,4.99,4.99,No Discount
217,20220507,17710,34.99,34.99,No Discount
485,20220507,14113,21.98,21.98,No Discount
485,20220507,13891,21.98,21.98,No Discount
472,20220507,13891,63.50,63.50,No Discount
475,20220507,28495,69.99,69.99,No Discount
228,20220507,28495,49.99,49.99,No Discount
539,20220507,22798,24.99,24.99,No Discount
530,20220507,12809,4.99,4.99,No Discount
222,20220507,12809,34.99,34.99,No Discount
537,20220507,11181,35.00,35.00,No Discount
480,20220507,11181,2.29,2.29,No Discount
528,20220507,11313,4.99,4.99,No Discount
537,20220507,11313,35.00,35.00,No Discount
480,20220507,11313,2.29,2.29,No Discount
528,20220507,12197,4.99,4.99,No Discount
537,20220507,12197,35.00,35.00,No Discount
478,20220507,12557,9.99,9.99,No Discount
477,20220507,12557,4.99,4.99,No Discount
217,20220507,12557,34.99,34.99,No Discount
587,20220507,14285,769.49,769.49,No Discount
217,20220507,14285,34.99,34.99,No Discount
359,20220507,13908,2294.99,2294.99,No Discount
380,20220507,19948,2443.35,2443.35,No Discount
561,20220507,29308,2384.07,2384.07,No Discount
488,20220507,29308,53.99,53.99,No Discount
359,20220507,13075,2294.99,2294.99,No Discount
606,20220507,22104,539.99,539.99,Volume Discount
477,20220507,22104,4.99,4.99,No Discount
479,20220507,22104,8.99,8.99,No Discount
604,20220507,22115,539.99,539.99,No Discount
217,20220507,22115,34.99,34.99,No Discount
234,20220507,22115,49.99,49.99,No Discount
384,20220507,20009,1120.49,1120.49,No Discount
539,20220507,20009,24.99,24.99,No Discount
529,20220507,20009,3.99,3.99,No Discount
217,20220507,20009,34.99,34.99,No Discount
573,20220507,28377,2384.07,2384.07,No Discount
477,20220507,28377,4.99,4.99,No Discount
479,20220507,28377,8.99,8.99,No Discount
222,20220507,28377,34.99,34.99,No Discount
561,20220507,13251,2384.07,2384.07,No Discount
541,20220507,13251,28.99,28.99,No Discount
530,20220507,13251,4.99,4.99,No Discount
487,20220507,13251,54.99,54.99,No Discount
482,20220507,12343,8.99,8.99,No Discount
578,20220507,12343,1214.85,1214.85,No Discount
479,20220508,11262,8.99,8.99,No Discount
477,20220508,11262,4.99,4.99,No Discount
535,20220508,13003,24.99,24.99,No Discount
528,20220508,13003,4.99,4.99,No Discount
222,20220508,13003,34.99,34.99,No Discount
593,20220508,22633,564.99,564.99,No Discount
483,20220508,13015,120.00,120.00,No Discount
529,20220508,11043,3.99,3.99,No Discount
225,20220508,11043,8.99,8.99,No Discount
530,20220508,11019,4.99,4.99,No Discount
480,20220508,11019,2.29,2.29,Volume Discount
530,20220508,28020,4.99,4.99,No Discount
214,20220508,28020,34.99,34.99,No Discount
538,20220508,26544,21.49,21.49,No Discount
529,20220508,28572,3.99,3.99,No Discount
539,20220508,28572,24.99,24.99,No Discount
480,20220508,28572,2.29,2.29,No Discount
541,20220508,11223,28.99,28.99,No Discount
536,20220508,11660,29.99,29.99,No Discount
528,20220508,11660,4.99,4.99,No Discount
480,20220508,11660,2.29,2.29,No Discount
536,20220508,17509,29.99,29.99,No Discount
528,20220508,17509,4.99,4.99,No Discount
480,20220508,17509,2.29,2.29,No Discount
536,20220508,17686,29.99,29.99,No Discount
480,20220508,17686,2.29,2.29,Volume Discount
478,20220508,15864,9.99,9.99,No Discount
478,20220508,20369,9.99,9.99,No Discount
477,20220508,20369,4.99,4.99,No Discount
228,20220508,20369,49.99,49.99,No Discount
477,20220508,20370,4.99,4.99,No Discount
478,20220508,20370,9.99,9.99,No Discount
222,20220508,20370,34.99,34.99,No Discount
477,20220508,17407,4.99,4.99,No Discount
231,20220508,17407,49.99,49.99,No Discount
475,20220508,18877,69.99,69.99,No Discount
477,20220508,17390,4.99,4.99,No Discount
214,20220508,17390,34.99,34.99,No Discount
477,20220508,13185,4.99,4.99,No Discount
485,20220508,13652,21.98,21.98,No Discount
482,20220508,13652,8.99,8.99,No Discount
529,20220508,24694,3.99,3.99,No Discount
488,20220508,24694,53.99,53.99,No Discount
529,20220508,23446,3.99,3.99,No Discount
480,20220508,23446,2.29,2.29,No Discount
529,20220508,25470,3.99,3.99,No Discount
486,20220508,25470,159.00,159.00,No Discount
530,20220508,15612,4.99,4.99,No Discount
528,20220508,11223,4.99,4.99,No Discount
537,20220508,11223,35.00,35.00,No Discount
485,20220508,13216,21.98,21.98,No Discount
228,20220508,13216,49.99,49.99,No Discount
463,20220508,13216,24.49,24.49,No Discount
222,20220508,11555,34.99,34.99,No Discount
485,20220508,13098,21.98,21.98,No Discount
237,20220508,13098,49.99,49.99,Volume Discount
214,20220508,11554,34.99,34.99,No Discount
372,20220508,20386,2443.35,2443.35,No Discount
540,20220508,20386,32.60,32.60,No Discount
529,20220508,20386,3.99,3.99,No Discount
480,20220508,20386,2.29,2.29,No Discount
583,20220508,16977,1700.99,1700.99,No Discount
479,20220508,16977,8.99,8.99,No Discount
583,20220508,17011,1700.99,1700.99,No Discount
234,20220508,17011,49.99,49.99,No Discount
359,20220508,12081,2294.99,2294.99,No Discount
485,20220508,12081,21.98,21.98,No Discount
231,20220508,12081,49.99,49.99,No Discount
357,20220508,12090,2319.99,2319.99,No Discount
485,20220508,12090,21.98,21.98,No Discount
225,20220508,12090,8.99,8.99,No Discount
361,20220508,14281,2294.99,2294.99,No Discount
485,20220508,14281,21.98,21.98,No Discount
481,20220508,14281,8.99,8.99,No Discount
363,20220508,13351,2294.99,2294.99,Volume Discount
572,20220508,26902,742.35,742.35,No Discount
214,20220508,26902,34.99,34.99,No Discount
569,20220508,26853,742.35,742.35,No Discount
225,20220508,26853,8.99,8.99,No Discount
217,20220508,26853,34.99,34.99,No Discount
579,20220508,11240,1214.85,1214.85,No Discount
479,20220508,11240,8.99,8.99,No Discount
477,20220508,11240,4.99,4.99,No Discount
481,20220508,11240,8.99,8.99,Volume Discount
378,20220508,19793,2443.35,2443.35,No Discount
214,20220508,19793,34.99,34.99,No Discount
357,20220508,11918,2319.99,2319.99,No Discount
485,20220508,11918,21.98,21.98,No Discount
477,20220508,11918,4.99,4.99,No Discount
478,20220508,11918,9.99,9.99,No Discount
487,20220508,11918,54.99,54.99,No Discount
355,20220508,13080,2319.99,2319.99,No Discount
537,20220508,13080,35.00,35.00,No Discount
528,20220508,13080,4.99,4.99,No Discount
