datekey,Date,Day,DayNb,daynumberofyear,weeknumberofyear,MonthName,MonthNb,Quarter
20190411,2019-04-11,Thursday,11,101,15,Apr,4,2
20190412,2019-04-12,Friday,12,102,15,Apr,4,2
20190413,2019-04-13,Saturday,13,103,15,Apr,4,2
20190414,2019-04-14,Sunday,14,104,16,Apr,4,2
20190415,2019-04-15,Monday,15,105,16,Apr,4,2
20190416,2019-04-16,Tuesday,16,106,16,Apr,4,2
20190417,2019-04-17,Wednesday,17,107,16,Apr,4,2
20190418,2019-04-18,Thursday,18,108,16,Apr,4,2
20190419,2019-04-19,Friday,19,109,16,Apr,4,2
20190420,2019-04-20,Saturday,20,110,16,Apr,4,2
20190421,2019-04-21,Sunday,21,111,17,Apr,4,2
20190422,2019-04-22,Monday,22,112,17,Apr,4,2
20190423,2019-04-23,Tuesday,23,113,17,Apr,4,2
20190424,2019-04-24,Wednesday,24,114,17,Apr,4,2
20190425,2019-04-25,Thursday,25,115,17,Apr,4,2
20190426,2019-04-26,Friday,26,116,17,Apr,4,2
20190427,2019-04-27,Saturday,27,117,17,Apr,4,2
20190428,2019-04-28,Sunday,28,118,18,Apr,4,2
20190429,2019-04-29,Monday,29,119,18,Apr,4,2
20190430,2019-04-30,Tuesday,30,120,18,Apr,4,2
20190501,2019-05-01,Wednesday,1,121,18,May,5,2
20190502,2019-05-02,Thursday,2,122,18,May,5,2
20190503,2019-05-03,Friday,3,123,18,May,5,2
20190504,2019-05-04,Saturday,4,124,18,May,5,2
20190505,2019-05-05,Sunday,5,125,19,May,5,2
20190506,2019-05-06,Monday,6,126,19,May,5,2
20190507,2019-05-07,Tuesday,7,127,19,May,5,2
20190508,2019-05-08,Wednesday,8,128,19,May,5,2
20190509,2019-05-09,Thursday,9,129,19,May,5,2
20190510,2019-05-10,Friday,10,130,19,May,5,2
20190511,2019-05-11,Saturday,11,131,19,May,5,2
20190512,2019-05-12,Sunday,12,132,20,May,5,2
20190513,2019-05-13,Monday,13,133,20,May,5,2
20190514,2019-05-14,Tuesday,14,134,20,May,5,2
20190515,2019-05-15,Wednesday,15,135,20,May,5,2
20190516,2019-05-16,Thursday,16,136,20,May,5,2
20190517,2019-05-17,Friday,17,137,20,May,5,2
20190518,2019-05-18,Saturday,18,138,20,May,5,2
20190519,2019-05-19,Sunday,19,139,21,May,5,2
20190520,2019-05-20,Monday,20,140,21,May,5,2
20190521,2019-05-21,Tuesday,21,141,21,May,5,2
20190522,2019-05-22,Wednesday,22,142,21,May,5,2
20190523,2019-05-23,Thursday,23,143,21,May,5,2
20190524,2019-05-24,Friday,24,144,21,May,5,2
20190525,2019-05-25,Saturday,25,145,21,May,5,2
20190526,2019-05-26,Sunday,26,146,22,May,5,2
20190527,2019-05-27,Monday,27,147,22,May,5,2
20190528,2019-05-28,Tuesday,28,148,22,May,5,2
20190529,2019-05-29,Wednesday,29,149,22,May,5,2
20190530,2019-05-30,Thursday,30,150,22,May,5,2
20190531,2019-05-31,Friday,31,151,22,May,5,2
20190601,2019-06-01,Saturday,1,152,22,Jun,6,2
20190602,2019-06-02,Sunday,2,153,23,Jun,6,2
20190603,2019-06-03,Monday,3,154,23,Jun,6,2
20190604,2019-06-04,Tuesday,4,155,23,Jun,6,2
20190605,2019-06-05,Wednesday,5,156,23,Jun,6,2
20190606,2019-06-06,Thursday,6,157,23,Jun,6,2
20190607,2019-06-07,Friday,7,158,23,Jun,6,2
20190608,2019-06-08,Saturday,8,159,23,Jun,6,2
20190609,2019-06-09,Sunday,9,160,24,Jun,6,2
20190610,2019-06-10,Monday,10,161,24,Jun,6,2
20190611,2019-06-11,Tuesday,11,162,24,Jun,6,2
20190612,2019-06-12,Wednesday,12,163,24,Jun,6,2
20190613,2019-06-13,Thursday,13,164,24,Jun,6,2
20190614,2019-06-14,Friday,14,165,24,Jun,6,2
20190615,2019-06-15,Saturday,15,166,24,Jun,6,2
20190616,2019-06-16,Sunday,16,167,25,Jun,6,2
20190617,2019-06-17,Monday,17,168,25,Jun,6,2
20190618,2019-06-18,Tuesday,18,169,25,Jun,6,2
20190619,2019-06-19,Wednesday,19,170,25,Jun,6,2
20190620,2019-06-20,Thursday,20,171,25,Jun,6,2
20190621,2019-06-21,Friday,21,172,25,Jun,6,2
20190622,2019-06-22,Saturday,22,173,25,Jun,6,2
20190623,2019-06-23,Sunday,23,174,26,Jun,6,2
20190624,2019-06-24,Monday,24,175,26,Jun,6,2
20190625,2019-06-25,Tuesday,25,176,26,Jun,6,2
20190626,2019-06-26,Wednesday,26,177,26,Jun,6,2
20190627,2019-06-27,Thursday,27,178,26,Jun,6,2
20190628,2019-06-28,Friday,28,179,26,Jun,6,2
20190629,2019-06-29,Saturday,29,180,26,Jun,6,2
20190630,2019-06-30,Sunday,30,181,27,Jun,6,2
20190701,2019-07-01,Monday,1,182,27,Jul,7,3
20190702,2019-07-02,Tuesday,2,183,27,Jul,7,3
20190703,2019-07-03,Wednesday,3,184,27,Jul,7,3
20190704,2019-07-04,Thursday,4,185,27,Jul,7,3
20190705,2019-07-05,Friday,5,186,27,Jul,7,3
20190706,2019-07-06,Saturday,6,187,27,Jul,7,3
20190707,2019-07-07,Sunday,7,188,28,Jul,7,3
20190708,2019-07-08,Monday,8,189,28,Jul,7,3
20190709,2019-07-09,Tuesday,9,190,28,Jul,7,3
20190710,2019-07-10,Wednesday,10,191,28,Jul,7,3
20190711,2019-07-11,Thursday,11,192,28,Jul,7,3
20190712,2019-07-12,Friday,12,193,28,Jul,7,3
20190713,2019-07-13,Saturday,13,194,28,Jul,7,3
20190714,2019-07-14,Sunday,14,195,29,Jul,7,3
20190715,2019-07-15,Monday,15,196,29,Jul,7,3
20190716,2019-07-16,Tuesday,16,197,29,Jul,7,3
20190717,2019-07-17,Wednesday,17,198,29,Jul,7,3
20190718,2019-07-18,Thursday,18,199,29,Jul,7,3
20190719,2019-07-19,Friday,19,200,29,Jul,7,3
20190720,2019-07-20,Saturday,20,201,29,Jul,7,3
20190721,2019-07-21,Sunday,21,202,30,Jul,7,3
20190722,2019-07-22,Monday,22,203,30,Jul,7,3
20190723,2019-07-23,Tuesday,23,204,30,Jul,7,3
20190724,2019-07-24,Wednesday,24,205,30,Jul,7,3
20190725,2019-07-25,Thursday,25,206,30,Jul,7,3
20190726,2019-07-26,Friday,26,207,30,Jul,7,3
20190727,2019-07-27,Saturday,27,208,30,Jul,7,3
20190728,2019-07-28,Sunday,28,209,31,Jul,7,3
20190729,2019-07-29,Monday,29,210,31,Jul,7,3
20190730,2019-07-30,Tuesday,30,211,31,Jul,7,3
20190731,2019-07-31,Wednesday,31,212,31,Jul,7,3
20190801,2019-08-01,Thursday,1,213,31,Aug,8,3
20190802,2019-08-02,Friday,2,214,31,Aug,8,3
20190803,2019-08-03,Saturday,3,215,31,Aug,8,3
20190804,2019-08-04,Sunday,4,216,32,Aug,8,3
20190805,2019-08-05,Monday,5,217,32,Aug,8,3
20190806,2019-08-06,Tuesday,6,218,32,Aug,8,3
20190807,2019-08-07,Wednesday,7,219,32,Aug,8,3
20190808,2019-08-08,Thursday,8,220,32,Aug,8,3
20190809,2019-08-09,Friday,9,221,32,Aug,8,3
20190810,2019-08-10,Saturday,10,222,32,Aug,8,3
20190811,2019-08-11,Sunday,11,223,33,Aug,8,3
20190812,2019-08-12,Monday,12,224,33,Aug,8,3
20190813,2019-08-13,Tuesday,13,225,33,Aug,8,3
20190814,2019-08-14,Wednesday,14,226,33,Aug,8,3
20190815,2019-08-15,Thursday,15,227,33,Aug,8,3
20190816,2019-08-16,Friday,16,228,33,Aug,8,3
20190817,2019-08-17,Saturday,17,229,33,Aug,8,3
20190818,2019-08-18,Sunday,18,230,34,Aug,8,3
20190819,2019-08-19,Monday,19,231,34,Aug,8,3
20190820,2019-08-20,Tuesday,20,232,34,Aug,8,3
20190821,2019-08-21,Wednesday,21,233,34,Aug,8,3
20190822,2019-08-22,Thursday,22,234,34,Aug,8,3
20190823,2019-08-23,Friday,23,235,34,Aug,8,3
20190824,2019-08-24,Saturday,24,236,34,Aug,8,3
20190825,2019-08-25,Sunday,25,237,35,Aug,8,3
20190826,2019-08-26,Monday,26,238,35,Aug,8,3
20190827,2019-08-27,Tuesday,27,239,35,Aug,8,3
20190828,2019-08-28,Wednesday,28,240,35,Aug,8,3
20190829,2019-08-29,Thursday,29,241,35,Aug,8,3
20190830,2019-08-30,Friday,30,242,35,Aug,8,3
20190831,2019-08-31,Saturday,31,243,35,Aug,8,3
20190901,2019-09-01,Sunday,1,244,36,Sep,9,3
20190902,2019-09-02,Monday,2,245,36,Sep,9,3
20190903,2019-09-03,Tuesday,3,246,36,Sep,9,3
20190904,2019-09-04,Wednesday,4,247,36,Sep,9,3
20190905,2019-09-05,Thursday,5,248,36,Sep,9,3
20190906,2019-09-06,Friday,6,249,36,Sep,9,3
20190907,2019-09-07,Saturday,7,250,36,Sep,9,3
20190908,2019-09-08,Sunday,8,251,37,Sep,9,3
20190909,2019-09-09,Monday,9,252,37,Sep,9,3
20190910,2019-09-10,Tuesday,10,253,37,Sep,9,3
20190911,2019-09-11,Wednesday,11,254,37,Sep,9,3
20190912,2019-09-12,Thursday,12,255,37,Sep,9,3
20190913,2019-09-13,Friday,13,256,37,Sep,9,3
20190914,2019-09-14,Saturday,14,257,37,Sep,9,3
20190915,2019-09-15,Sunday,15,258,38,Sep,9,3
20190916,2019-09-16,Monday,16,259,38,Sep,9,3
20190917,2019-09-17,Tuesday,17,260,38,Sep,9,3
20190918,2019-09-18,Wednesday,18,261,38,Sep,9,3
20190919,2019-09-19,Thursday,19,262,38,Sep,9,3
20190920,2019-09-20,Friday,20,263,38,Sep,9,3
20190921,2019-09-21,Saturday,21,264,38,Sep,9,3
20190922,2019-09-22,Sunday,22,265,39,Sep,9,3
20190923,2019-09-23,Monday,23,266,39,Sep,9,3
20190924,2019-09-24,Tuesday,24,267,39,Sep,9,3
20190925,2019-09-25,Wednesday,25,268,39,Sep,9,3
20190926,2019-09-26,Thursday,26,269,39,Sep,9,3
20190927,2019-09-27,Friday,27,270,39,Sep,9,3
20190928,2019-09-28,Saturday,28,271,39,Sep,9,3
20190929,2019-09-29,Sunday,29,272,40,Sep,9,3
20190930,2019-09-30,Monday,30,273,40,Sep,9,3
20191001,2019-10-01,Tuesday,1,274,40,Oct,10,4
20191002,2019-10-02,Wednesday,2,275,40,Oct,10,4
20191003,2019-10-03,Thursday,3,276,40,Oct,10,4
20191004,2019-10-04,Friday,4,277,40,Oct,10,4
20191005,2019-10-05,Saturday,5,278,40,Oct,10,4
20191006,2019-10-06,Sunday,6,279,41,Oct,10,4
20191007,2019-10-07,Monday,7,280,41,Oct,10,4
20191008,2019-10-08,Tuesday,8,281,41,Oct,10,4
20191009,2019-10-09,Wednesday,9,282,41,Oct,10,4
20191010,2019-10-10,Thursday,10,283,41,Oct,10,4
20191011,2019-10-11,Friday,11,284,41,Oct,10,4
20191012,2019-10-12,Saturday,12,285,41,Oct,10,4
20191013,2019-10-13,Sunday,13,286,42,Oct,10,4
20191014,2019-10-14,Monday,14,287,42,Oct,10,4
20191015,2019-10-15,Tuesday,15,288,42,Oct,10,4
20191016,2019-10-16,Wednesday,16,289,42,Oct,10,4
20191017,2019-10-17,Thursday,17,290,42,Oct,10,4
20191018,2019-10-18,Friday,18,291,42,Oct,10,4
20191019,2019-10-19,Saturday,19,292,42,Oct,10,4
20191020,2019-10-20,Sunday,20,293,43,Oct,10,4
20191021,2019-10-21,Monday,21,294,43,Oct,10,4
20191022,2019-10-22,Tuesday,22,295,43,Oct,10,4
20191023,2019-10-23,Wednesday,23,296,43,Oct,10,4
20191024,2019-10-24,Thursday,24,297,43,Oct,10,4
20191025,2019-10-25,Friday,25,298,43,Oct,10,4
20191026,2019-10-26,Saturday,26,299,43,Oct,10,4
20191027,2019-10-27,Sunday,27,300,44,Oct,10,4
20191028,2019-10-28,Monday,28,301,44,Oct,10,4
20191029,2019-10-29,Tuesday,29,302,44,Oct,10,4
20191030,2019-10-30,Wednesday,30,303,44,Oct,10,4
20191031,2019-10-31,Thursday,31,304,44,Oct,10,4
20191101,2019-11-01,Friday,1,305,44,Nov,11,4
20191102,2019-11-02,Saturday,2,306,44,Nov,11,4
20191103,2019-11-03,Sunday,3,307,45,Nov,11,4
20191104,2019-11-04,Monday,4,308,45,Nov,11,4
20191105,2019-11-05,Tuesday,5,309,45,Nov,11,4
20191106,2019-11-06,Wednesday,6,310,45,Nov,11,4
20191107,2019-11-07,Thursday,7,311,45,Nov,11,4
20191108,2019-11-08,Friday,8,312,45,Nov,11,4
20191109,2019-11-09,Saturday,9,313,45,Nov,11,4
20191110,2019-11-10,Sunday,10,314,46,Nov,11,4
20191111,2019-11-11,Monday,11,315,46,Nov,11,4
20191112,2019-11-12,Tuesday,12,316,46,Nov,11,4
20191113,2019-11-13,Wednesday,13,317,46,Nov,11,4
20191114,2019-11-14,Thursday,14,318,46,Nov,11,4
20191115,2019-11-15,Friday,15,319,46,Nov,11,4
20191116,2019-11-16,Saturday,16,320,46,Nov,11,4
20191117,2019-11-17,Sunday,17,321,47,Nov,11,4
20191118,2019-11-18,Monday,18,322,47,Nov,11,4
20191119,2019-11-19,Tuesday,19,323,47,Nov,11,4
20191120,2019-11-20,Wednesday,20,324,47,Nov,11,4
20191121,2019-11-21,Thursday,21,325,47,Nov,11,4
20191122,2019-11-22,Friday,22,326,47,Nov,11,4
20191123,2019-11-23,Saturday,23,327,47,Nov,11,4
20191124,2019-11-24,Sunday,24,328,48,Nov,11,4
20191125,2019-11-25,Monday,25,329,48,Nov,11,4
20191126,2019-11-26,Tuesday,26,330,48,Nov,11,4
20191127,2019-11-27,Wednesday,27,331,48,Nov,11,4
20191128,2019-11-28,Thursday,28,332,48,Nov,11,4
20191129,2019-11-29,Friday,29,333,48,Nov,11,4
20191130,2019-11-30,Saturday,30,334,48,Nov,11,4
20191201,2019-12-01,Sunday,1,335,49,Dec,12,4
20191202,2019-12-02,Monday,2,336,49,Dec,12,4
20191203,2019-12-03,Tuesday,3,337,49,Dec,12,4
20191204,2019-12-04,Wednesday,4,338,49,Dec,12,4
20191205,2019-12-05,Thursday,5,339,49,Dec,12,4
20191206,2019-12-06,Friday,6,340,49,Dec,12,4
20191207,2019-12-07,Saturday,7,341,49,Dec,12,4
20191208,2019-12-08,Sunday,8,342,50,Dec,12,4
20191209,2019-12-09,Monday,9,343,50,Dec,12,4
20191210,2019-12-10,Tuesday,10,344,50,Dec,12,4
20191211,2019-12-11,Wednesday,11,345,50,Dec,12,4
20191212,2019-12-12,Thursday,12,346,50,Dec,12,4
20191213,2019-12-13,Friday,13,347,50,Dec,12,4
20191214,2019-12-14,Saturday,14,348,50,Dec,12,4
20191215,2019-12-15,Sunday,15,349,51,Dec,12,4
20191216,2019-12-16,Monday,16,350,51,Dec,12,4
20191217,2019-12-17,Tuesday,17,351,51,Dec,12,4
20191218,2019-12-18,Wednesday,18,352,51,Dec,12,4
20191219,2019-12-19,Thursday,19,353,51,Dec,12,4
20191220,2019-12-20,Friday,20,354,51,Dec,12,4
20191221,2019-12-21,Saturday,21,355,51,Dec,12,4
20191222,2019-12-22,Sunday,22,356,52,Dec,12,4
20191223,2019-12-23,Monday,23,357,52,Dec,12,4
20191224,2019-12-24,Tuesday,24,358,52,Dec,12,4
20191225,2019-12-25,Wednesday,25,359,52,Dec,12,4
20191226,2019-12-26,Thursday,26,360,52,Dec,12,4
20191227,2019-12-27,Friday,27,361,52,Dec,12,4
20191228,2019-12-28,Saturday,28,362,52,Dec,12,4
20191229,2019-12-29,Sunday,29,363,53,Dec,12,4
20191230,2019-12-30,Monday,30,364,53,Dec,12,4
20191231,2019-12-31,Tuesday,31,365,53,Dec,12,4
20200101,2020-01-01,Wednesday,1,1,1,Jan,1,1
20200102,2020-01-02,Thursday,2,2,1,Jan,1,1
20200103,2020-01-03,Friday,3,3,1,Jan,1,1
20200104,2020-01-04,Saturday,4,4,1,Jan,1,1
20200105,2020-01-05,Sunday,5,5,2,Jan,1,1
20200106,2020-01-06,Monday,6,6,2,Jan,1,1
20200107,2020-01-07,Tuesday,7,7,2,Jan,1,1
20200108,2020-01-08,Wednesday,8,8,2,Jan,1,1
20200109,2020-01-09,Thursday,9,9,2,Jan,1,1
20200110,2020-01-10,Friday,10,10,2,Jan,1,1
20200111,2020-01-11,Saturday,11,11,2,Jan,1,1
20200112,2020-01-12,Sunday,12,12,3,Jan,1,1
20200113,2020-01-13,Monday,13,13,3,Jan,1,1
20200114,2020-01-14,Tuesday,14,14,3,Jan,1,1
20200115,2020-01-15,Wednesday,15,15,3,Jan,1,1
20200116,2020-01-16,Thursday,16,16,3,Jan,1,1
20200117,2020-01-17,Friday,17,17,3,Jan,1,1
20200118,2020-01-18,Saturday,18,18,3,Jan,1,1
20200119,2020-01-19,Sunday,19,19,4,Jan,1,1
20200120,2020-01-20,Monday,20,20,4,Jan,1,1
20200121,2020-01-21,Tuesday,21,21,4,Jan,1,1
20200122,2020-01-22,Wednesday,22,22,4,Jan,1,1
20200123,2020-01-23,Thursday,23,23,4,Jan,1,1
20200124,2020-01-24,Friday,24,24,4,Jan,1,1
20200125,2020-01-25,Saturday,25,25,4,Jan,1,1
20200126,2020-01-26,Sunday,26,26,5,Jan,1,1
20200127,2020-01-27,Monday,27,27,5,Jan,1,1
20200128,2020-01-28,Tuesday,28,28,5,Jan,1,1
20200129,2020-01-29,Wednesday,29,29,5,Jan,1,1
20200130,2020-01-30,Thursday,30,30,5,Jan,1,1
20200131,2020-01-31,Friday,31,31,5,Jan,1,1
20200201,2020-02-01,Saturday,1,32,5,Feb,2,1
20200202,2020-02-02,Sunday,2,33,6,Feb,2,1
20200203,2020-02-03,Monday,3,34,6,Feb,2,1
20200204,2020-02-04,Tuesday,4,35,6,Feb,2,1
20200205,2020-02-05,Wednesday,5,36,6,Feb,2,1
20200206,2020-02-06,Thursday,6,37,6,Feb,2,1
20200207,2020-02-07,Friday,7,38,6,Feb,2,1
20200208,2020-02-08,Saturday,8,39,6,Feb,2,1
20200209,2020-02-09,Sunday,9,40,7,Feb,2,1
20200210,2020-02-10,Monday,10,41,7,Feb,2,1
20200211,2020-02-11,Tuesday,11,42,7,Feb,2,1
20200212,2020-02-12,Wednesday,12,43,7,Feb,2,1
20200213,2020-02-13,Thursday,13,44,7,Feb,2,1
20200214,2020-02-14,Friday,14,45,7,Feb,2,1
20200215,2020-02-15,Saturday,15,46,7,Feb,2,1
20200216,2020-02-16,Sunday,16,47,8,Feb,2,1
20200217,2020-02-17,Monday,17,48,8,Feb,2,1
20200218,2020-02-18,Tuesday,18,49,8,Feb,2,1
20200219,2020-02-19,Wednesday,19,50,8,Feb,2,1
20200220,2020-02-20,Thursday,20,51,8,Feb,2,1
20200221,2020-02-21,Friday,21,52,8,Feb,2,1
20200222,2020-02-22,Saturday,22,53,8,Feb,2,1
20200223,2020-02-23,Sunday,23,54,9,Feb,2,1
20200224,2020-02-24,Monday,24,55,9,Feb,2,1
20200225,2020-02-25,Tuesday,25,56,9,Feb,2,1
20200226,2020-02-26,Wednesday,26,57,9,Feb,2,1
20200227,2020-02-27,Thursday,27,58,9,Feb,2,1
20200228,2020-02-28,Friday,28,59,9,Feb,2,1
20200229,2020-02-29,Saturday,29,60,9,Feb,2,1
20200301,2020-03-01,Sunday,1,61,10,Mar,3,1
20200302,2020-03-02,Monday,2,62,10,Mar,3,1
20200303,2020-03-03,Tuesday,3,63,10,Mar,3,1
20200304,2020-03-04,Wednesday,4,64,10,Mar,3,1
20200305,2020-03-05,Thursday,5,65,10,Mar,3,1
20200306,2020-03-06,Friday,6,66,10,Mar,3,1
20200307,2020-03-07,Saturday,7,67,10,Mar,3,1
20200308,2020-03-08,Sunday,8,68,11,Mar,3,1
20200309,2020-03-09,Monday,9,69,11,Mar,3,1
20200310,2020-03-10,Tuesday,10,70,11,Mar,3,1
20200311,2020-03-11,Wednesday,11,71,11,Mar,3,1
20200312,2020-03-12,Thursday,12,72,11,Mar,3,1
20200313,2020-03-13,Friday,13,73,11,Mar,3,1
20200314,2020-03-14,Saturday,14,74,11,Mar,3,1
20200315,2020-03-15,Sunday,15,75,12,Mar,3,1
20200316,2020-03-16,Monday,16,76,12,Mar,3,1
20200317,2020-03-17,Tuesday,17,77,12,Mar,3,1
20200318,2020-03-18,Wednesday,18,78,12,Mar,3,1
20200319,2020-03-19,Thursday,19,79,12,Mar,3,1
20200320,2020-03-20,Friday,20,80,12,Mar,3,1
20200321,2020-03-21,Saturday,21,81,12,Mar,3,1
20200322,2020-03-22,Sunday,22,82,13,Mar,3,1
20200323,2020-03-23,Monday,23,83,13,Mar,3,1
20200324,2020-03-24,Tuesday,24,84,13,Mar,3,1
20200325,2020-03-25,Wednesday,25,85,13,Mar,3,1
20200326,2020-03-26,Thursday,26,86,13,Mar,3,1
20200327,2020-03-27,Friday,27,87,13,Mar,3,1
20200328,2020-03-28,Saturday,28,88,13,Mar,3,1
20200329,2020-03-29,Sunday,29,89,14,Mar,3,1
20200330,2020-03-30,Monday,30,90,14,Mar,3,1
20200331,2020-03-31,Tuesday,31,91,14,Mar,3,1
20200401,2020-04-01,Wednesday,1,92,14,Apr,4,2
20200402,2020-04-02,Thursday,2,93,14,Apr,4,2
20200403,2020-04-03,Friday,3,94,14,Apr,4,2
20200404,2020-04-04,Saturday,4,95,14,Apr,4,2
20200405,2020-04-05,Sunday,5,96,15,Apr,4,2
20200406,2020-04-06,Monday,6,97,15,Apr,4,2
20200407,2020-04-07,Tuesday,7,98,15,Apr,4,2
20200408,2020-04-08,Wednesday,8,99,15,Apr,4,2
20200409,2020-04-09,Thursday,9,100,15,Apr,4,2
20200410,2020-04-10,Friday,10,101,15,Apr,4,2
20200411,2020-04-11,Saturday,11,102,15,Apr,4,2
20200412,2020-04-12,Sunday,12,103,16,Apr,4,2
20200413,2020-04-13,Monday,13,104,16,Apr,4,2
20200414,2020-04-14,Tuesday,14,105,16,Apr,4,2
20200415,2020-04-15,Wednesday,15,106,16,Apr,4,2
20200416,2020-04-16,Thursday,16,107,16,Apr,4,2
20200417,2020-04-17,Friday,17,108,16,Apr,4,2
20200418,2020-04-18,Saturday,18,109,16,Apr,4,2
20200419,2020-04-19,Sunday,19,110,17,Apr,4,2
20200420,2020-04-20,Monday,20,111,17,Apr,4,2
20200421,2020-04-21,Tuesday,21,112,17,Apr,4,2
20200422,2020-04-22,Wednesday,22,113,17,Apr,4,2
20200423,2020-04-23,Thursday,23,114,17,Apr,4,2
20200424,2020-04-24,Friday,24,115,17,Apr,4,2
20200425,2020-04-25,Saturday,25,116,17,Apr,4,2
20200426,2020-04-26,Sunday,26,117,18,Apr,4,2
20200427,2020-04-27,Monday,27,118,18,Apr,4,2
20200428,2020-04-28,Tuesday,28,119,18,Apr,4,2
20200429,2020-04-29,Wednesday,29,120,18,Apr,4,2
20200430,2020-04-30,Thursday,30,121,18,Apr,4,2
20200501,2020-05-01,Friday,1,122,18,May,5,2
20200502,2020-05-02,Saturday,2,123,18,May,5,2
20200503,2020-05-03,Sunday,3,124,19,May,5,2
20200504,2020-05-04,Monday,4,125,19,May,5,2
20200505,2020-05-05,Tuesday,5,126,19,May,5,2
20200506,2020-05-06,Wednesday,6,127,19,May,5,2
20200507,2020-05-07,Thursday,7,128,19,May,5,2
20200508,2020-05-08,Friday,8,129,19,May,5,2
20200509,2020-05-09,Saturday,9,130,19,May,5,2
20200510,2020-05-10,Sunday,10,131,20,May,5,2
20200511,2020-05-11,Monday,11,132,20,May,5,2
20200512,2020-05-12,Tuesday,12,133,20,May,5,2
20200513,2020-05-13,Wednesday,13,134,20,May,5,2
20200514,2020-05-14,Thursday,14,135,20,May,5,2
20200515,2020-05-15,Friday,15,136,20,May,5,2
20200516,2020-05-16,Saturday,16,137,20,May,5,2
20200517,2020-05-17,Sunday,17,138,21,May,5,2
20200518,2020-05-18,Monday,18,139,21,May,5,2
20200519,2020-05-19,Tuesday,19,140,21,May,5,2
20200520,2020-05-20,Wednesday,20,141,21,May,5,2
20200521,2020-05-21,Thursday,21,142,21,May,5,2
20200522,2020-05-22,Friday,22,143,21,May,5,2
20200523,2020-05-23,Saturday,23,144,21,May,5,2
20200524,2020-05-24,Sunday,24,145,22,May,5,2
20200525,2020-05-25,Monday,25,146,22,May,5,2
20200526,2020-05-26,Tuesday,26,147,22,May,5,2
20200527,2020-05-27,Wednesday,27,148,22,May,5,2
20200528,2020-05-28,Thursday,28,149,22,May,5,2
20200529,2020-05-29,Friday,29,150,22,May,5,2
20200530,2020-05-30,Saturday,30,151,22,May,5,2
20200531,2020-05-31,Sunday,31,152,23,May,5,2
20200601,2020-06-01,Monday,1,153,23,Jun,6,2
20200602,2020-06-02,Tuesday,2,154,23,Jun,6,2
20200603,2020-06-03,Wednesday,3,155,23,Jun,6,2
20200604,2020-06-04,Thursday,4,156,23,Jun,6,2
20200605,2020-06-05,Friday,5,157,23,Jun,6,2
20200606,2020-06-06,Saturday,6,158,23,Jun,6,2
20200607,2020-06-07,Sunday,7,159,24,Jun,6,2
20200608,2020-06-08,Monday,8,160,24,Jun,6,2
20200609,2020-06-09,Tuesday,9,161,24,Jun,6,2
20200610,2020-06-10,Wednesday,10,162,24,Jun,6,2
20200611,2020-06-11,Thursday,11,163,24,Jun,6,2
20200612,2020-06-12,Friday,12,164,24,Jun,6,2
20200613,2020-06-13,Saturday,13,165,24,Jun,6,2
20200614,2020-06-14,Sunday,14,166,25,Jun,6,2
20200615,2020-06-15,Monday,15,167,25,Jun,6,2
20200616,2020-06-16,Tuesday,16,168,25,Jun,6,2
20200617,2020-06-17,Wednesday,17,169,25,Jun,6,2
20200618,2020-06-18,Thursday,18,170,25,Jun,6,2
20200619,2020-06-19,Friday,19,171,25,Jun,6,2
20200620,2020-06-20,Saturday,20,172,25,Jun,6,2
20200621,2020-06-21,Sunday,21,173,26,Jun,6,2
20200622,2020-06-22,Monday,22,174,26,Jun,6,2
20200623,2020-06-23,Tuesday,23,175,26,Jun,6,2
20200624,2020-06-24,Wednesday,24,176,26,Jun,6,2
20200625,2020-06-25,Thursday,25,177,26,Jun,6,2
20200626,2020-06-26,Friday,26,178,26,Jun,6,2
20200627,2020-06-27,Saturday,27,179,26,Jun,6,2
20200628,2020-06-28,Sunday,28,180,27,Jun,6,2
20200629,2020-06-29,Monday,29,181,27,Jun,6,2
20200630,2020-06-30,Tuesday,30,182,27,Jun,6,2
20200701,2020-07-01,Wednesday,1,183,27,Jul,7,3
20200702,2020-07-02,Thursday,2,184,27,Jul,7,3
20200703,2020-07-03,Friday,3,185,27,Jul,7,3
20200704,2020-07-04,Saturday,4,186,27,Jul,7,3
20200705,2020-07-05,Sunday,5,187,28,Jul,7,3
20200706,2020-07-06,Monday,6,188,28,Jul,7,3
20200707,2020-07-07,Tuesday,7,189,28,Jul,7,3
20200708,2020-07-08,Wednesday,8,190,28,Jul,7,3
20200709,2020-07-09,Thursday,9,191,28,Jul,7,3
20200710,2020-07-10,Friday,10,192,28,Jul,7,3
20200711,2020-07-11,Saturday,11,193,28,Jul,7,3
20200712,2020-07-12,Sunday,12,194,29,Jul,7,3
20200713,2020-07-13,Monday,13,195,29,Jul,7,3
20200714,2020-07-14,Tuesday,14,196,29,Jul,7,3
20200715,2020-07-15,Wednesday,15,197,29,Jul,7,3
20200716,2020-07-16,Thursday,16,198,29,Jul,7,3
20200717,2020-07-17,Friday,17,199,29,Jul,7,3
20200718,2020-07-18,Saturday,18,200,29,Jul,7,3
20200719,2020-07-19,Sunday,19,201,30,Jul,7,3
20200720,2020-07-20,Monday,20,202,30,Jul,7,3
20200721,2020-07-21,Tuesday,21,203,30,Jul,7,3
20200722,2020-07-22,Wednesday,22,204,30,Jul,7,3
